order,config_id,model,family,dataset,task,metric,n_runs,mean,std,min,max
6,embedding_roberta,RoBERTa embedding,frozen_embedding,link_lives_release2,ranking,hits_at_100_end_to_end,1,0.6667692307692308,,0.6667692307692308,0.6667692307692308
6,embedding_roberta,RoBERTa embedding,frozen_embedding,link_lives_release2,ranking,mrr_at_100,1,0.46457828073342067,,0.46457828073342067,0.46457828073342067
6,embedding_roberta,RoBERTa embedding,frozen_embedding,link_lives_release2,ranking,ndcg_at_100,1,0.5712575476611718,,0.5712575476611718,0.5712575476611718
6,embedding_roberta,RoBERTa embedding,frozen_embedding,walmart_amazon,classification,f1,1,0.38588235294117645,,0.38588235294117645,0.38588235294117645
6,embedding_roberta,RoBERTa embedding,frozen_embedding,walmart_amazon,ranking,hits_at_1,1,0.732824427480916,,0.732824427480916,0.732824427480916
6,embedding_roberta,RoBERTa embedding,frozen_embedding,walmart_amazon,ranking,hits_at_100,1,1.0,,1.0,1.0
6,embedding_roberta,RoBERTa embedding,frozen_embedding,walmart_amazon,ranking,hits_at_100_end_to_end,1,1.0,,1.0,1.0
6,embedding_roberta,RoBERTa embedding,frozen_embedding,walmart_amazon,ranking,mrr_at_100,1,0.8218139155162055,,0.8218139155162055,0.8218139155162055
6,embedding_roberta,RoBERTa embedding,frozen_embedding,walmart_amazon,ranking,ndcg_at_100,1,0.8569228117728004,,0.8569228117728004,0.8569228117728004
6,embedding_roberta,RoBERTa embedding,frozen_embedding,wdc_80_medium_seen,classification,f1,1,0.3433703116745906,,0.3433703116745906,0.3433703116745906
6,embedding_roberta,RoBERTa embedding,frozen_embedding,wdc_80_medium_seen,ranking,hits_at_1,1,0.291497975708502,,0.291497975708502,0.291497975708502
