order,config_id,model,family,dataset,task,seed,metric,value,source
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,walmart_amazon,ranking,20260726,ndcg_at_100,0.9504968202325667,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/walmart_amazon/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,walmart_amazon,ranking,20260727,hits_at_1,0.9007633587786259,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/walmart_amazon/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,walmart_amazon,ranking,20260727,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/walmart_amazon/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,walmart_amazon,ranking,20260727,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/walmart_amazon/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,walmart_amazon,ranking,20260727,mrr_at_100,0.9374893977947413,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/walmart_amazon/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,walmart_amazon,ranking,20260727,ndcg_at_100,0.9504968202325667,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/walmart_amazon/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,classification,20260725,f1,0.42142230026338895,exp03_full_matrix_finalize_20260819/inventory/exp01_final/wdc_80_medium_seen/sentence-transformers__all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,classification,20260726,f1,0.42142230026338895,exp03_full_matrix_finalize_20260819/inventory/exp01_final/wdc_80_medium_seen/sentence-transformers__all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,classification,20260727,f1,0.42142230026338895,exp03_full_matrix_finalize_20260819/inventory/exp01_final/wdc_80_medium_seen/sentence-transformers__all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260725,hits_at_1,0.4154786150712831,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260725,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260725,hits_at_100_end_to_end,0.982,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260725,mrr_at_100,0.5883030862164865,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260725,ndcg_at_100,0.6856483449897623,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260726,hits_at_1,0.4154786150712831,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260726,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260726,hits_at_100_end_to_end,0.982,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260726,mrr_at_100,0.5883030862164865,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260726,ndcg_at_100,0.6856483449897623,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260727,hits_at_1,0.4154786150712831,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260727,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260727,hits_at_100_end_to_end,0.982,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260727,mrr_at_100,0.5883030862164865,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_seen,ranking,20260727,ndcg_at_100,0.6856483449897623,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_seen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,classification,20260725,f1,0.46788990825688076,exp03_full_matrix_finalize_20260819/inventory/exp01_final/wdc_80_medium_unseen/sentence-transformers__all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,classification,20260726,f1,0.46788990825688076,exp03_full_matrix_finalize_20260819/inventory/exp01_final/wdc_80_medium_unseen/sentence-transformers__all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,classification,20260727,f1,0.46788990825688076,exp03_full_matrix_finalize_20260819/inventory/exp01_final/wdc_80_medium_unseen/sentence-transformers__all-MiniLM-L6-v2/1110a243fdf4706b3f48f1d95db1a4f5529b4d41/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260725,hits_at_1,0.5777310924369747,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260725,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260725,hits_at_100_end_to_end,0.952,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260725,mrr_at_100,0.717545568511979,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260725,ndcg_at_100,0.7856832096122249,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260726,hits_at_1,0.5777310924369747,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260726,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260726,hits_at_100_end_to_end,0.952,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260726,mrr_at_100,0.717545568511979,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260726,ndcg_at_100,0.7856832096122249,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260727,hits_at_1,0.5777310924369747,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260727,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260727,hits_at_100_end_to_end,0.952,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260727,mrr_at_100,0.717545568511979,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
12,hef_linear_minilm,HEF-linear + MiniLM,hef_linear,wdc_80_medium_unseen,ranking,20260727,ndcg_at_100,0.7856832096122249,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/sentence-transformers__all-MiniLM-L6-v2/wdc_80_medium_unseen/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,classification,20260725,f1,0.6699507389162561,exp03_full_matrix_finalize_20260819/inventory/exp01_final/abt_buy/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,classification,20260726,f1,0.6699507389162561,exp03_full_matrix_finalize_20260819/inventory/exp01_final/abt_buy/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,classification,20260727,f1,0.6699507389162561,exp03_full_matrix_finalize_20260819/inventory/exp01_final/abt_buy/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260725,hits_at_1,0.8701298701298701,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260725,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260725,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260725,mrr_at_100,0.916991341991342,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260725,ndcg_at_100,0.9371188939597731,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260726,hits_at_1,0.8701298701298701,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260726,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260726,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260726,mrr_at_100,0.916991341991342,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260726,ndcg_at_100,0.9371188939597731,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260727,hits_at_1,0.8701298701298701,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260727,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260727,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260727,mrr_at_100,0.916991341991342,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,abt_buy,ranking,20260727,ndcg_at_100,0.9371188939597731,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/abt_buy/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,classification,20260725,f1,0.568935427574171,exp03_full_matrix_finalize_20260819/inventory/exp01_final/amazon_google/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,classification,20260726,f1,0.568935427574171,exp03_full_matrix_finalize_20260819/inventory/exp01_final/amazon_google/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,classification,20260727,f1,0.568935427574171,exp03_full_matrix_finalize_20260819/inventory/exp01_final/amazon_google/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260725,hits_at_1,0.8588957055214724,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260725,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260725,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260725,mrr_at_100,0.9155589638718471,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260725,ndcg_at_100,0.9355975414839005,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260726,hits_at_1,0.8588957055214724,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260726,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260726,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260726,mrr_at_100,0.9155589638718471,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260726,ndcg_at_100,0.9355975414839005,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260727,hits_at_1,0.8588957055214724,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260727,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260727,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260727,mrr_at_100,0.9155589638718471,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,amazon_google,ranking,20260727,ndcg_at_100,0.9355975414839005,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/amazon_google/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,classification,20260725,f1,0.8266244968372628,exp03_full_matrix_finalize_20260819/inventory/exp01_final/link_lives_release2/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,classification,20260726,f1,0.8266244968372628,exp03_full_matrix_finalize_20260819/inventory/exp01_final/link_lives_release2/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,classification,20260727,f1,0.8266244968372628,exp03_full_matrix_finalize_20260819/inventory/exp01_final/link_lives_release2/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260725,hits_at_1,0.7289868967721317,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260725,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260725,hits_at_100_end_to_end,0.9627692307692308,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260725,mrr_at_100,0.8344026712821305,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260725,ndcg_at_100,0.8755474584173619,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260726,hits_at_1,0.7289868967721317,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260726,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260726,hits_at_100_end_to_end,0.9627692307692308,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260726,mrr_at_100,0.8344026712821305,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260726,ndcg_at_100,0.8755474584173619,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260727,hits_at_1,0.7289868967721317,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260727,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260727,hits_at_100_end_to_end,0.9627692307692308,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260727,mrr_at_100,0.8344026712821305,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,link_lives_release2,ranking,20260727,ndcg_at_100,0.8755474584173619,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/link_lives_release2/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,classification,20260725,f1,0.7252124645892352,exp03_full_matrix_finalize_20260819/inventory/exp01_final/walmart_amazon/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,classification,20260726,f1,0.7252124645892352,exp03_full_matrix_finalize_20260819/inventory/exp01_final/walmart_amazon/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,classification,20260727,f1,0.7252124645892352,exp03_full_matrix_finalize_20260819/inventory/exp01_final/walmart_amazon/BAAI__bge-base-en-v1.5/a5beb1e3e68b9ab74eb54cfd186867f64f240e1a/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,ranking,20260725,hits_at_1,0.9083969465648855,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/walmart_amazon/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,ranking,20260725,hits_at_100,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/walmart_amazon/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,ranking,20260725,hits_at_100_end_to_end,1.0,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/walmart_amazon/metrics.json
13,hef_linear_bge,HEF-linear + BGE,hef_linear,walmart_amazon,ranking,20260725,mrr_at_100,0.9418029807342784,exp03_full_matrix_finalize_20260819/inventory/exp02/ranking_by_backbone/BAAI__bge-base-en-v1.5/walmart_amazon/metrics.json
