family,dataset,mask_probability,mask_seed,left_model,right_model,metric,comparison_type,left_mean,right_mean,paired_difference,ci95_lower,ci95_upper,effect_size_paired_dz,probability_of_superiority,raw_p_value,queries,holm_adjusted_p_value,statistically_supported_0_05
public__abt_buy__p50__seed20260727__reciprocal_rank,abt_buy,0.5,20260727,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.4493064129454122,0.42016638100602033,0.029140031939391884,-0.033207487946911834,0.09373225795275864,0.07242162289290506,0.525974025974026,0.3582,154,1.0,False
public__abt_buy__p50__seed20260727__hit_at_1,abt_buy,0.5,20260727,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,hit_at_1,cross_family,0.35064935064935066,0.37012987012987014,-0.01948051948051948,-0.09090909090909091,0.05194805194805195,-0.041983068596747664,0.4902597402597403,0.6522,154,1.0,False
public__abt_buy__p50__seed20260727__reciprocal_rank,abt_buy,0.5,20260727,jina_finetuned,roberta_finetuned,reciprocal_rank,within_standalone,0.42089984592929125,0.5144633882693136,-0.09356354234002238,-0.15228151918392235,-0.03504620425371317,-0.2515795925155182,0.41558441558441556,0.0024,154,0.0168,True
public__abt_buy__p50__seed20260727__hit_at_1,abt_buy,0.5,20260727,jina_finetuned,roberta_finetuned,hit_at_1,within_standalone,0.35064935064935066,0.43506493506493504,-0.08441558441558442,-0.14935064935064934,-0.01948051948051948,-0.19767239784093907,0.4577922077922078,0.0172,154,0.086,False
public__abt_buy__p50__seed20260727__reciprocal_rank,abt_buy,0.5,20260727,official_ditto_plain,official_ditto_mixda,reciprocal_rank,within_standalone,0.37153802569773037,0.5242879416268059,-0.1527499159290756,-0.21533923881233952,-0.09031722697020948,-0.38153528341146153,0.37987012987012986,0.0,154,0.0,True
public__abt_buy__p50__seed20260727__hit_at_1,abt_buy,0.5,20260727,official_ditto_plain,official_ditto_mixda,hit_at_1,within_standalone,0.2857142857142857,0.4675324675324675,-0.18181818181818182,-0.2532467532467532,-0.11038961038961038,-0.39203521813116254,0.4090909090909091,0.0,154,0.0,True
public__abt_buy__p50__seed20260727__reciprocal_rank,abt_buy,0.5,20260727,hef_linear_bert,hef_linear_bge,reciprocal_rank,within_linear,0.32131337179935804,0.3861357853293201,-0.06482241352996199,-0.12295037286396199,-0.009420716455412991,-0.17834413915818945,0.5844155844155844,0.0232,154,0.11599999999999999,False
public__abt_buy__p50__seed20260727__hit_at_1,abt_buy,0.5,20260727,hef_linear_bert,hef_linear_bge,hit_at_1,within_linear,0.24025974025974026,0.33766233766233766,-0.09740259740259741,-0.15584415584415584,-0.045454545454545456,-0.2725621335824146,0.4512987012987013,0.001,154,0.007,True
public__abt_buy__p50__seed20260727__reciprocal_rank,abt_buy,0.5,20260727,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,reciprocal_rank,within_gbdt,0.4493064129454122,0.47339525399986965,-0.024088841054457424,-0.08209871273647619,0.034443438954997074,-0.0662779176568049,0.4675324675324675,0.408,154,1.0,False
public__abt_buy__p50__seed20260727__hit_at_1,abt_buy,0.5,20260727,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,hit_at_1,within_gbdt,0.35064935064935066,0.4155844155844156,-0.06493506493506493,-0.12987012987012986,0.0,-0.16621702826976667,0.4675324675324675,0.0514,154,0.2056,False
public__abt_buy__p50__seed20260727__reciprocal_rank,abt_buy,0.5,20260727,joint_neural_hef_roberta,joint_neural_hef_jina,reciprocal_rank,within_joint,0.42016638100602033,0.5647143988589546,-0.1445480178529342,-0.20613509096392169,-0.08466502701650071,-0.36901059175084855,0.42207792207792205,0.0,154,0.0,True
public__abt_buy__p50__seed20260727__hit_at_1,abt_buy,0.5,20260727,joint_neural_hef_roberta,joint_neural_hef_jina,hit_at_1,within_joint,0.37012987012987014,0.5064935064935064,-0.13636363636363635,-0.2077922077922078,-0.07142857142857142,-0.3179876880876009,0.4318181818181818,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,jina_finetuned,hef_linear_bert,reciprocal_rank,cross_family,0.2984445291741252,0.20572765328807283,0.09271687588605233,0.036585690053006784,0.15091776993358885,0.2567214052227436,0.5844155844155844,0.0004,154,0.0024000000000000002,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,jina_finetuned,hef_linear_bert,hit_at_1,cross_family,0.18831168831168832,0.14285714285714285,0.045454545454545456,-0.006493506493506494,0.1038961038961039,0.13008087933747353,0.5227272727272727,0.1296,154,0.6479999999999999,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,jina_finetuned,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.2984445291741252,0.3233297473985575,-0.024885218224432397,-0.07362009333033369,0.025084819535469857,-0.08075338772642418,0.474025974025974,0.3196,154,0.4356,False
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,jina_finetuned,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.18831168831168832,0.19480519480519481,-0.006493506493506494,-0.05844155844155844,0.045454545454545456,-0.019484241043163143,0.4967532467532468,0.8912,154,1.0,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,jina_finetuned,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.2984445291741252,0.26169273767605167,0.0367517914980735,-0.02397823382209522,0.09524413084697847,0.09791800478636167,0.6363636363636364,0.2178,154,0.4356,False
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,jina_finetuned,joint_neural_hef_roberta,hit_at_1,cross_family,0.18831168831168832,0.2077922077922078,-0.01948051948051948,-0.07792207792207792,0.03896103896103896,-0.052655258625785455,0.4902597402597403,0.5782,154,1.0,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,hef_linear_bert,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.20572765328807283,0.3233297473985575,-0.11760209411048474,-0.1610474456863636,-0.07476942741020387,-0.43350320235909806,0.2727272727272727,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,hef_linear_bert,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.14285714285714285,0.19480519480519481,-0.05194805194805195,-0.1038961038961039,-0.006493506493506494,-0.16276826009239792,0.474025974025974,0.049,154,0.29400000000000004,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,hef_linear_bert,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.20572765328807283,0.26169273767605167,-0.055965084387978835,-0.11156700669392453,-0.0012626305460069704,-0.15856100301800155,0.33116883116883117,0.0434,154,0.1736,False
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,hef_linear_bert,joint_neural_hef_roberta,hit_at_1,cross_family,0.14285714285714285,0.2077922077922078,-0.06493506493506493,-0.12337662337662338,-0.006493506493506494,-0.17382788680396702,0.4675324675324675,0.0364,154,0.2548,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.3233297473985575,0.26169273767605167,0.061637009722505895,0.014247500058160419,0.10714735858690709,0.20932532065023882,0.6623376623376623,0.0092,154,0.046,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,hit_at_1,cross_family,0.19480519480519481,0.2077922077922078,-0.012987012987012988,-0.06493506493506493,0.03896103896103896,-0.04019275697210492,0.4935064935064935,0.7058,154,1.0,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,jina_finetuned,roberta_finetuned,reciprocal_rank,within_standalone,0.2984445291741252,0.48235597394937774,-0.18391144477525256,-0.24880635141473015,-0.12001616579595425,-0.45344124302278294,0.3116883116883117,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,jina_finetuned,roberta_finetuned,hit_at_1,within_standalone,0.18831168831168832,0.36363636363636365,-0.17532467532467533,-0.2532467532467532,-0.09740259740259741,-0.3601119476209855,0.41233766233766234,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,official_ditto_plain,official_ditto_mixda,reciprocal_rank,within_standalone,0.2714872690048626,0.4429054374790948,-0.17141816847423216,-0.23695822699428543,-0.1067510173657802,-0.41304111486353356,0.288961038961039,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,official_ditto_plain,official_ditto_mixda,hit_at_1,within_standalone,0.18181818181818182,0.35064935064935066,-0.16883116883116883,-0.24025974025974026,-0.09740259740259741,-0.37143550773064266,0.4155844155844156,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,hef_linear_bert,hef_linear_bge,reciprocal_rank,within_linear,0.20572765328807283,0.36019139162915126,-0.15446373834107843,-0.23014589421144943,-0.07714385067626833,-0.31411234883507233,0.5194805194805194,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,hef_linear_bert,hef_linear_bge,hit_at_1,within_linear,0.14285714285714285,0.3246753246753247,-0.18181818181818182,-0.2597402597402597,-0.11038961038961038,-0.3806394141919143,0.4090909090909091,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,reciprocal_rank,within_gbdt,0.3233297473985575,0.27452471042656906,0.048805036971988534,-0.0018130044695246637,0.1008312957909922,0.1507001377595467,0.6525974025974026,0.0606,154,0.18180000000000002,False
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,hit_at_1,within_gbdt,0.19480519480519481,0.19480519480519481,0.0,-0.05194805194805195,0.05194805194805195,0.0,0.5,1.0,154,1.0,False
public__abt_buy__p70__seed20260725__reciprocal_rank,abt_buy,0.7,20260725,joint_neural_hef_roberta,joint_neural_hef_jina,reciprocal_rank,within_joint,0.26169273767605167,0.5531912990923847,-0.29149856141633307,-0.3651155978446305,-0.21924343311043368,-0.6213075331753887,0.3474025974025974,0.0,154,0.0,True
public__abt_buy__p70__seed20260725__hit_at_1,abt_buy,0.7,20260725,joint_neural_hef_roberta,joint_neural_hef_jina,hit_at_1,within_joint,0.2077922077922078,0.4935064935064935,-0.2857142857142857,-0.36363636363636365,-0.2077922077922078,-0.5776649872665223,0.35714285714285715,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,jina_finetuned,hef_linear_bert,reciprocal_rank,cross_family,0.310757939898815,0.20615080876041397,0.10460713113840103,0.04320821912866611,0.1655754052849916,0.26986012469307524,0.5681818181818182,0.0008,154,0.004,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,jina_finetuned,hef_linear_bert,hit_at_1,cross_family,0.22727272727272727,0.14285714285714285,0.08441558441558442,0.025974025974025976,0.14935064935064934,0.2135727297537878,0.5422077922077922,0.01,154,0.08,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,jina_finetuned,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.310757939898815,0.3407351937244869,-0.029977253825671884,-0.08080114275189904,0.019802230835866935,-0.09396192197838084,0.40909090909090906,0.25,154,0.5,False
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,jina_finetuned,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.22727272727272727,0.17532467532467533,0.05194805194805195,-0.006493506493506494,0.11038961038961038,0.1383072143992436,0.525974025974026,0.0964,154,0.5784,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,jina_finetuned,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.310757939898815,0.23181138690393316,0.07894655299488182,0.014460922198282362,0.14337579677034493,0.19278289089250522,0.6428571428571428,0.0152,154,0.0608,False
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,jina_finetuned,joint_neural_hef_roberta,hit_at_1,cross_family,0.22727272727272727,0.18181818181818182,0.045454545454545456,-0.01948051948051948,0.11038961038961038,0.10884671445637652,0.5227272727272727,0.2024,154,0.907,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,hef_linear_bert,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.20615080876041397,0.3407351937244869,-0.13458438496407293,-0.1813000212027966,-0.08793003228708958,-0.4476566593794782,0.2727272727272727,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,hef_linear_bert,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.14285714285714285,0.17532467532467533,-0.032467532467532464,-0.08441558441558442,0.01948051948051948,-0.09787101694295339,0.4837662337662338,0.2562,154,0.907,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,hef_linear_bert,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.20615080876041397,0.23181138690393316,-0.025660578143519203,-0.07590680507128557,0.023054656359920583,-0.0824999409134321,0.37662337662337664,0.3048,154,0.5,False
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,hef_linear_bert,joint_neural_hef_roberta,hit_at_1,cross_family,0.14285714285714285,0.18181818181818182,-0.03896103896103896,-0.09090909090909091,0.012987012987012988,-0.11433483223378406,0.4805194805194805,0.1814,154,0.907,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.3407351937244869,0.23181138690393316,0.10892380682055372,0.05786183262594883,0.15941725453848332,0.3374322570177454,0.7012987012987013,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,hit_at_1,cross_family,0.17532467532467533,0.18181818181818182,-0.006493506493506494,-0.05844155844155844,0.045454545454545456,-0.019484241043163143,0.4967532467532468,0.894,154,0.907,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,jina_finetuned,roberta_finetuned,reciprocal_rank,within_standalone,0.310757939898815,0.4200557507518297,-0.10929781085301475,-0.1705289514587404,-0.04615281182854125,-0.27549365215767124,0.3571428571428571,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,jina_finetuned,roberta_finetuned,hit_at_1,within_standalone,0.22727272727272727,0.2987012987012987,-0.07142857142857142,-0.14285714285714285,0.0,-0.1510476388550916,0.4642857142857143,0.0682,154,0.4774,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,official_ditto_plain,official_ditto_mixda,reciprocal_rank,within_standalone,0.23511561835581332,0.3642175713431986,-0.1291019529873853,-0.19037379028095427,-0.06774034475077283,-0.327899678371896,0.37337662337662336,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,official_ditto_plain,official_ditto_mixda,hit_at_1,within_standalone,0.13636363636363635,0.2727272727272727,-0.13636363636363635,-0.2077922077922078,-0.06493506493506493,-0.30725493389951347,0.4318181818181818,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,hef_linear_bert,hef_linear_bge,reciprocal_rank,within_linear,0.20615080876041397,0.35445142855736544,-0.14830061979695155,-0.22624572358510725,-0.07185625406879183,-0.2999428457251737,0.5227272727272727,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,hef_linear_bert,hef_linear_bge,hit_at_1,within_linear,0.14285714285714285,0.3181818181818182,-0.17532467532467533,-0.2532467532467532,-0.09740259740259741,-0.3601119476209855,0.41233766233766234,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,reciprocal_rank,within_gbdt,0.3407351937244869,0.29581916563881666,0.044916028085670225,-0.007598643488549392,0.0968247082243639,0.13551439825332984,0.6331168831168831,0.0852,154,0.2556,False
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,hit_at_1,within_gbdt,0.17532467532467533,0.21428571428571427,-0.03896103896103896,-0.09090909090909091,0.012987012987012988,-0.11433483223378406,0.4805194805194805,0.187,154,0.907,False
public__abt_buy__p70__seed20260726__reciprocal_rank,abt_buy,0.7,20260726,joint_neural_hef_roberta,joint_neural_hef_jina,reciprocal_rank,within_joint,0.23181138690393316,0.5407754545902652,-0.3089640676863321,-0.3826295160438737,-0.2365486198048385,-0.6676443510277859,0.36038961038961037,0.0,154,0.0,True
public__abt_buy__p70__seed20260726__hit_at_1,abt_buy,0.7,20260726,joint_neural_hef_roberta,joint_neural_hef_jina,hit_at_1,within_joint,0.18181818181818182,0.4935064935064935,-0.3116883116883117,-0.38961038961038963,-0.24025974025974026,-0.6513143125810861,0.34415584415584416,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,jina_finetuned,hef_linear_bert,reciprocal_rank,cross_family,0.3118215507960611,0.23061037009142943,0.08121118070463162,0.025182593515263925,0.1388315534418848,0.22526185911130467,0.5454545454545454,0.0046,154,0.023,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,jina_finetuned,hef_linear_bert,hit_at_1,cross_family,0.2077922077922078,0.16233766233766234,0.045454545454545456,-0.006493506493506494,0.1038961038961039,0.13008087933747353,0.5227272727272727,0.1298,154,0.9086,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,jina_finetuned,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.3118215507960611,0.3315214651045702,-0.01969991430850915,-0.07368433586146976,0.03509810859137746,-0.05716352440785905,0.4545454545454546,0.4744,154,1.0,False
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,jina_finetuned,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.2077922077922078,0.18181818181818182,0.025974025974025976,-0.032467532467532464,0.08441558441558442,0.06865964653929928,0.512987012987013,0.4342,154,1.0,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,jina_finetuned,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.3118215507960611,0.24524445809731266,0.0665770926987484,0.012685003329264774,0.12096887253877468,0.19418092507374624,0.6298701298701299,0.0162,154,0.0648,False
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,jina_finetuned,joint_neural_hef_roberta,hit_at_1,cross_family,0.2077922077922078,0.19480519480519481,0.012987012987012988,-0.03896103896103896,0.06493506493506493,0.037890672009063146,0.5064935064935064,0.7136,154,1.0,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,hef_linear_bert,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.23061037009142943,0.3315214651045702,-0.10091109501314077,-0.14586179382254602,-0.0564919973155586,-0.3557785226521487,0.3441558441558441,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,hef_linear_bert,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.16233766233766234,0.18181818181818182,-0.01948051948051948,-0.07142857142857142,0.032467532467532464,-0.06233734485772285,0.4902597402597403,0.519,154,1.0,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,hef_linear_bert,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.23061037009142943,0.24524445809731266,-0.014634088005883228,-0.06977683611940876,0.041425665594462716,-0.04128400506645379,0.4155844155844156,0.6072,154,1.0,False
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,hef_linear_bert,joint_neural_hef_roberta,hit_at_1,cross_family,0.16233766233766234,0.19480519480519481,-0.032467532467532464,-0.09090909090909091,0.025974025974025976,-0.08797727393179818,0.4837662337662338,0.3152,154,1.0,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.3315214651045702,0.24524445809731266,0.08627700700725754,0.031970711059150066,0.1395163202135271,0.25348684466826943,0.6915584415584416,0.0016,154,0.009600000000000001,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,hit_at_1,cross_family,0.18181818181818182,0.19480519480519481,-0.012987012987012988,-0.06493506493506493,0.03896103896103896,-0.037890672009063146,0.4935064935064935,0.6994,154,1.0,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,jina_finetuned,roberta_finetuned,reciprocal_rank,within_standalone,0.3118215507960611,0.45557764296895703,-0.1437560921728959,-0.1997243373257918,-0.08834950036909824,-0.411851692124231,0.3116883116883117,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,jina_finetuned,roberta_finetuned,hit_at_1,within_standalone,0.2077922077922078,0.33116883116883117,-0.12337662337662338,-0.18831168831168832,-0.05844155844155844,-0.29558498910981756,0.4383116883116883,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,official_ditto_plain,official_ditto_mixda,reciprocal_rank,within_standalone,0.28985773389845043,0.5267091578606162,-0.23685142396216574,-0.30645599082587777,-0.1676611631406602,-0.5400840434153499,0.3474025974025974,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,official_ditto_plain,official_ditto_mixda,hit_at_1,within_standalone,0.2012987012987013,0.4935064935064935,-0.2922077922077922,-0.37662337662337664,-0.2077922077922078,-0.558709952820796,0.35389610389610393,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,hef_linear_bert,hef_linear_bge,reciprocal_rank,within_linear,0.23061037009142943,0.4189954224577325,-0.18838505236630304,-0.2687268346930047,-0.10754554983008376,-0.36448096091165366,0.5876623376623376,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,hef_linear_bert,hef_linear_bge,hit_at_1,within_linear,0.16233766233766234,0.3961038961038961,-0.23376623376623376,-0.3116883116883117,-0.15584415584415584,-0.4716540788261317,0.38311688311688313,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,reciprocal_rank,within_gbdt,0.3315214651045702,0.30872982909125674,0.022791636013313497,-0.03931683508663632,0.08347591295700872,0.0580926147668019,0.5681818181818181,0.4676,154,1.0,False
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,hef_gbdt_e5_roberta_oof,hef_gbdt_e5_jina_oof,hit_at_1,within_gbdt,0.18181818181818182,0.22727272727272727,-0.045454545454545456,-0.11038961038961038,0.012987012987012988,-0.11317081935992016,0.4772727272727273,0.1918,154,1.0,False
public__abt_buy__p70__seed20260727__reciprocal_rank,abt_buy,0.7,20260727,joint_neural_hef_roberta,joint_neural_hef_jina,reciprocal_rank,within_joint,0.24524445809731266,0.5430320836803315,-0.29778762558301874,-0.3652005912524308,-0.23141444308038805,-0.7012806608884397,0.3181818181818182,0.0,154,0.0,True
public__abt_buy__p70__seed20260727__hit_at_1,abt_buy,0.7,20260727,joint_neural_hef_roberta,joint_neural_hef_jina,hit_at_1,within_joint,0.19480519480519481,0.4675324675324675,-0.2727272727272727,-0.34415584415584416,-0.2012987012987013,-0.5913289128644365,0.36363636363636365,0.0,154,0.0,True
public__amazon_google__p00__seed20260725__reciprocal_rank,amazon_google,0.0,20260725,jina_finetuned,hef_linear_bert,reciprocal_rank,cross_family,0.9255623721881391,0.902893011328594,0.02266936085954491,-0.012526130424903432,0.05884549371895997,0.09630638614932335,0.5184049079754601,0.2162,163,1.0,False
public__amazon_google__p00__seed20260725__hit_at_1,amazon_google,0.0,20260725,jina_finetuned,hef_linear_bert,hit_at_1,cross_family,0.8711656441717791,0.8404907975460123,0.03067484662576687,-0.03067484662576687,0.09202453987730061,0.07535204664724451,0.5153374233128835,0.3808,163,1.0,False
public__amazon_google__p00__seed20260725__reciprocal_rank,amazon_google,0.0,20260725,jina_finetuned,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.9255623721881391,0.9283571915473756,-0.002794819359236538,-0.03394683026584867,0.02917603953646897,-0.013577003088219866,0.5,0.8506,163,1.0,False
public__amazon_google__p00__seed20260725__hit_at_1,amazon_google,0.0,20260725,jina_finetuned,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.8711656441717791,0.8834355828220859,-0.012269938650306749,-0.06748466257668712,0.04294478527607362,-0.0349423011713376,0.49386503067484666,0.727,163,1.0,False
public__amazon_google__p00__seed20260725__reciprocal_rank,amazon_google,0.0,20260725,jina_finetuned,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.9255623721881391,0.9437627811860939,-0.01820040899795501,-0.05214723926380368,0.015337423312883436,-0.08260814843424517,0.4785276073619632,0.2878,163,1.0,False
public__amazon_google__p00__seed20260725__hit_at_1,amazon_google,0.0,20260725,jina_finetuned,joint_neural_hef_roberta,hit_at_1,cross_family,0.8711656441717791,0.901840490797546,-0.03067484662576687,-0.08588957055214724,0.024539877300613498,-0.08551100725774437,0.48466257668711654,0.3248,163,1.0,False
public__amazon_google__p00__seed20260725__reciprocal_rank,amazon_google,0.0,20260725,hef_linear_bert,hef_gbdt_e5_roberta_oof,reciprocal_rank,cross_family,0.902893011328594,0.9283571915473756,-0.025464180218781447,-0.058762760898497086,0.00752105852565975,-0.11831168788634223,0.4815950920245399,0.1268,163,1.0,False
public__amazon_google__p00__seed20260725__hit_at_1,amazon_google,0.0,20260725,hef_linear_bert,hef_gbdt_e5_roberta_oof,hit_at_1,cross_family,0.8404907975460123,0.8834355828220859,-0.04294478527607362,-0.09815950920245399,0.012269938650306749,-0.12014043662262663,0.4785276073619632,0.1462,163,1.0,False
public__amazon_google__p00__seed20260725__reciprocal_rank,amazon_google,0.0,20260725,hef_linear_bert,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.902893011328594,0.9437627811860939,-0.04086976985749992,-0.0801277307105528,-0.002043529068068969,-0.1599351276998831,0.46319018404907975,0.039,163,0.429,False
public__amazon_google__p00__seed20260725__hit_at_1,amazon_google,0.0,20260725,hef_linear_bert,joint_neural_hef_roberta,hit_at_1,cross_family,0.8404907975460123,0.901840490797546,-0.06134969325153374,-0.12269938650306748,0.0,-0.15497743257616145,0.46932515337423314,0.0524,163,0.5764,False
public__amazon_google__p00__seed20260725__reciprocal_rank,amazon_google,0.0,20260725,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,reciprocal_rank,cross_family,0.9283571915473756,0.9437627811860939,-0.015405589638718473,-0.047000681663258354,0.015235173824130883,-0.07647939272235961,0.48466257668711654,0.3284,163,1.0,False
public__amazon_google__p00__seed20260725__hit_at_1,amazon_google,0.0,20260725,hef_gbdt_e5_roberta_oof,joint_neural_hef_roberta,hit_at_1,cross_family,0.8834355828220859,0.901840490797546,-0.018404907975460124,-0.06748466257668712,0.03067484662576687,-0.05690797377051235,0.49079754601227,0.5332,163,1.0,False
