config_id,model,family,dataset,runs,f1_mean,f1_std,status
44,Joint neural HEF + MINILM (fine-tuned),joint_neural_hef,wdc_80_medium_seen,3,0.5354825644949076,0.0033316293679481537,complete
44,Joint neural HEF + MINILM (fine-tuned),joint_neural_hef,wdc_80_medium_unseen,3,0.5352649340269148,0.0008472623965555813,complete
44,Joint neural HEF + MINILM (fine-tuned),joint_neural_hef,link_lives_release2,3,0.8801307657124843,0.00520358089458759,complete
45,Joint neural HEF + ROBERTA (fine-tuned),joint_neural_hef,abt_buy,3,0.8973770311335825,0.019483421221795656,complete
45,Joint neural HEF + ROBERTA (fine-tuned),joint_neural_hef,amazon_google,3,0.7660298576177457,0.00959948936713046,complete
45,Joint neural HEF + ROBERTA (fine-tuned),joint_neural_hef,walmart_amazon,3,0.8769480583773936,0.008265990309196204,complete
45,Joint neural HEF + ROBERTA (fine-tuned),joint_neural_hef,wdc_80_medium_seen,3,0.7433817220263474,0.013430473601041888,complete
45,Joint neural HEF + ROBERTA (fine-tuned),joint_neural_hef,wdc_80_medium_unseen,3,0.7109160576155832,0.014261902794161004,complete
45,Joint neural HEF + ROBERTA (fine-tuned),joint_neural_hef,link_lives_release2,3,0.9216529690088925,0.00518230390814184,complete
46,HEF-GBDT + E5 + fine-tuned Jina (OOF),neural_hef_oof,abt_buy,3,0.8944617152115647,0.010776778839114319,complete
46,HEF-GBDT + E5 + fine-tuned Jina (OOF),neural_hef_oof,amazon_google,3,0.7561586450547829,0.02220706139853566,complete
46,HEF-GBDT + E5 + fine-tuned Jina (OOF),neural_hef_oof,walmart_amazon,3,0.8754769881746753,0.005246934183190907,complete
46,HEF-GBDT + E5 + fine-tuned Jina (OOF),neural_hef_oof,wdc_80_medium_seen,3,0.7576540793141667,0.006452020903272717,complete
46,HEF-GBDT + E5 + fine-tuned Jina (OOF),neural_hef_oof,wdc_80_medium_unseen,3,0.749609333425315,0.008480335753293596,complete
46,HEF-GBDT + E5 + fine-tuned Jina (OOF),neural_hef_oof,link_lives_release2,3,0.9342761886289779,0.009490868607729394,complete
47,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),neural_hef_oof,abt_buy,3,0.9038064339794337,0.014917563024638156,complete
47,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),neural_hef_oof,amazon_google,3,0.7260509890460466,0.015493389423601516,complete
47,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),neural_hef_oof,walmart_amazon,3,0.8864248546066728,0.0028304335932393438,complete
47,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),neural_hef_oof,wdc_80_medium_seen,3,0.7318769335541573,0.007394494986428573,complete
47,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),neural_hef_oof,wdc_80_medium_unseen,3,0.7192876846602921,0.01622549337847275,complete
47,HEF-GBDT + E5 + fine-tuned RoBERTa (OOF),neural_hef_oof,link_lives_release2,3,0.9356373744825014,0.006116191277044894,complete
