model_family,dataset,fraction_percent,seed,f1,precision,recall,roc_auc,average_precision,brier,ece,source_metrics
hef_gbdt_e5_finetuned_jina_oof,abt_buy,55,20260725,0.8674698795180723,0.861244019138756,0.8737864077669902,0.9696019985238177,0.896735047832835,0.022986010722469856,0.018040778934315337,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_055/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,55,20260726,0.8535980148883374,0.8730964467005076,0.8349514563106796,0.9601799806960768,0.8758820316881973,0.027059625033211052,0.01941018501826973,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_055/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,55,20260727,0.8613861386138614,0.8787878787878788,0.8446601941747572,0.9545420995855335,0.8664534610740188,0.02498524121153748,0.02293154857958079,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_055/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,60,20260725,0.8826291079812206,0.8545454545454545,0.912621359223301,0.9798344972463522,0.8944200122617086,0.021540191769212277,0.012097756511389925,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_060/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,60,20260726,0.9046454767726161,0.9113300492610837,0.8980582524271845,0.9666198262646909,0.9169890499628462,0.01927376573670404,0.01511526876158592,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_060/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,60,20260727,0.9051094890510949,0.9073170731707317,0.9029126213592233,0.9726877874297395,0.9159041379583752,0.018482639904802964,0.014499239322857963,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_060/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,65,20260725,0.8721804511278195,0.9015544041450777,0.8446601941747572,0.9545208084937262,0.8649458877072159,0.02513555426976142,0.019980737161587377,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_065/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,65,20260726,0.8883248730964467,0.9308510638297872,0.8495145631067961,0.9683742122296031,0.9016674971716745,0.02161000297455379,0.016800958920568484,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_065/seed_20260726/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,65,20260727,0.8910411622276029,0.8888888888888888,0.8932038834951457,0.981611593709192,0.9205303150838141,0.019516304205988044,0.014591758169001568,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_065/seed_20260727/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,70,20260725,0.8985507246376812,0.8942307692307693,0.9029126213592233,0.9789118832680407,0.9265604398602131,0.019218988473947086,0.014459233996921502,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_070/seed_20260725/metrics.json
hef_gbdt_e5_finetuned_jina_oof,abt_buy,70,20260726,0.9027431421446384,0.9282051282051282,0.8786407766990292,0.9678447737466644,0.9152694834427372,0.01875384439171723,0.015209363700212678,/tmp/exp05_metrics.8W4Ahd/hef_gbdt_e5_finetuned_jina_oof/abt_buy/fraction_070/seed_20260726/metrics.json
