model_family,dataset,fraction_percent,seed_count,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std,brier_mean,brier_std,ece_mean,ece_std
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,1,3,0.8595442074159673,0.009125374950496673,0.7925290216540387,0.010773343492106284,0.9391794871794872,0.019077750188852025,0.9795358183638462,0.0011513640001975369,0.9033060176404228,0.002217616950512763,0.04021634425995764,0.0031469898289752823,0.02558002254839489,0.008464869158067668
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,2,3,0.8738221916998046,0.006945338915865491,0.8099064356264668,0.01775251075177761,0.949025641025641,0.009535152445026816,0.9837501769555985,0.0028028602889665043,0.916709924238283,0.01784774168075278,0.04162190602548143,0.0034354546761270993,0.036515375355557454,0.003338156005533268
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,3,3,0.8819558942026017,0.0028340656148279977,0.813264292972887,0.010059650407772925,0.9634871794871794,0.009604403986551402,0.986578928573706,0.0009816100310240975,0.9396165393504701,0.004221294485661333,0.033270967266991885,0.00193703587897698,0.023784063715198207,0.0027596377265240403
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,4,3,0.8863762706346104,0.00760003852853338,0.8296525461251542,0.015410872560398976,0.9515897435897436,0.004398314183054664,0.9861011293274412,0.0012434579832453667,0.9385235275339603,0.0020861660466147238,0.033712260586332636,0.0001447133706793235,0.028269571090706994,0.0010779869106189498
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,5,3,0.8899843479901943,0.00965056981249784,0.8389619500181248,0.01702786938985194,0.9477948717948718,0.00815432993243113,0.9876777208118914,0.0016712224078216879,0.9501798332582954,0.005227563300778264,0.034334213959911965,0.004351681191775779,0.030141882080740687,0.00629877144716934
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,10,3,0.9181199499374647,0.005026651405908665,0.8890246626449515,0.01718071055848151,0.9495384615384616,0.014022804757053357,0.990070664268998,0.0019842236760513224,0.9623867682325943,0.005820826968909706,0.023288355194146446,0.002547533691582081,0.016694573488569994,0.006439490884491273
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,15,3,0.9197226338892242,0.0033512509010870353,0.8912827238515769,0.015562705774674394,0.9503589743589743,0.013699508334228882,0.9899850305128843,0.0010203248177105568,0.9625061254210969,0.001608973211726142,0.023620338725556463,0.0013748417970849893,0.018786981863745653,0.0024945291096943848
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,20,3,0.9221791749215211,0.000715074143579874,0.9038182626089148,0.004126188033640411,0.9413333333333334,0.005170085399437367,0.9900779975640707,0.0012426242559981863,0.964146129852854,0.001990712957051956,0.024293198132224546,0.00045568954301407046,0.020968322976377605,7.45327313174155e-05
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,25,3,0.9244509999714291,0.003043893035023754,0.9026369040950367,0.007797618629733161,0.9473846153846154,0.0022188007849009337,0.9920192897544302,0.000510960801086143,0.9680672146106154,0.0015018044413929394,0.022578581905597406,0.0017886198922780077,0.01737541132763345,0.0028281396657899188
hef_gbdt_e5_finetuned_jina_oof,link_lives_release2,30,3,0.9258693876145152,0.0009814731642572077,0.9018934189814476,0.002849178433379488,0.9511794871794872,0.0052608486577362485,0.9914834235647466,0.0027218796004361044,0.96709958434126,0.0050430113507447805,0.022455181651254562,0.0007571583903813183,0.016519025965923174,0.0019158503983249264
